CustomerID,PersonID,StoreID,TerritoryID,AccountNumber,BusinessEntityID,PersonType,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,EmailPromotion
29269,7426,NULL,1,AW00029269,7426,IN,0,NULL,Vanessa,NULL,Griffin,NULL,0
29100,7427,NULL,9,AW00029100,7427,IN,0,NULL,Vanessa,J,Diaz,NULL,0
16471,7428,NULL,7,AW00016471,7428,IN,0,NULL,Vanessa,NULL,Hayes,NULL,0
13463,7429,NULL,4,AW00013463,7429,IN,0,NULL,Tammy,B,Sara,NULL,0
11053,7430,NULL,4,AW00011053,7430,IN,0,NULL,Ana,E,Price,NULL,1
13798,7431,NULL,10,AW00013798,7431,IN,0,NULL,Tammy,C,Randall,NULL,1
27294,7432,NULL,4,AW00027294,7432,IN,0,NULL,Ana,NULL,Bradley,NULL,1
26102,7433,NULL,1,AW00026102,7433,IN,0,NULL,Ana,A,Wood,NULL,1
18870,7434,NULL,1,AW00018870,7434,IN,0,NULL,Ana,NULL,Barnes,NULL,2
12899,7435,NULL,4,AW00012899,7435,IN,0,NULL,Ana,T,Ross,NULL,1
23388,7436,NULL,4,AW00023388,7436,IN,0,NULL,Ana,NULL,Henderson,NULL,1
12126,7437,NULL,10,AW00012126,7437,IN,0,NULL,Tammy,NULL,Raman,NULL,1
21335,7438,NULL,1,AW00021335,7438,IN,0,NULL,Ana,L,Coleman,NULL,0
12816,7439,NULL,8,AW00012816,7439,IN,0,NULL,Tammy,NULL,Mehta,NULL,1
11215,7440,NULL,6,AW00011215,7440,IN,0,NULL,Ana,NULL,Perry,NULL,0
25374,7441,NULL,4,AW00025374,7441,IN,0,NULL,Ana,NULL,Powell,NULL,0
12293,7442,NULL,10,AW00012293,7442,IN,0,NULL,Tammy,A,Garcia,NULL,2
27035,7443,NULL,4,AW00027035,7443,IN,0,NULL,Ana,NULL,Long,NULL,0
17189,7444,NULL,8,AW00017189,7444,IN,0,NULL,Clarence,NULL,Goel,NULL,0
25825,7445,NULL,9,AW00025825,7445,IN,0,NULL,Tammy,A,Fernandez,NULL,1
26265,7446,NULL,1,AW00026265,7446,IN,0,NULL,Tammy,V,Lopez,NULL,1
23158,7447,NULL,1,AW00023158,7447,IN,0,NULL,Ana,L,Patterson,NULL,1
20927,7448,NULL,8,AW00020927,7448,IN,0,NULL,Tammy,R,Martinez,NULL,1
25657,7449,NULL,10,AW00025657,7449,IN,0,NULL,Tammy,J,Gonzalez,NULL,0
20095,7450,NULL,4,AW00020095,7450,IN,0,NULL,Ana,NULL,Flores,NULL,0
12030,7451,NULL,1,AW00012030,7451,IN,0,NULL,Ana,NULL,Washington,NULL,1
26040,7452,NULL,6,AW00026040,7452,IN,0,NULL,Ana,NULL,Butler,NULL,0
15233,7453,NULL,9,AW00015233,7453,IN,0,NULL,Tammy,NULL,Rodriguez,NULL,0
25180,7454,NULL,1,AW00025180,7454,IN,0,NULL,Ana,NULL,Simmons,NULL,1
28518,7455,NULL,8,AW00028518,7455,IN,0,NULL,Tammy,B,Sanchez,NULL,0
18834,7456,NULL,1,AW00018834,7456,IN,0,NULL,Ana,S,Foster,NULL,1
14141,7457,NULL,7,AW00014141,7457,IN,0,NULL,Ana,NULL,Bryant,NULL,0
22637,7458,NULL,10,AW00022637,7458,IN,0,NULL,Ana,R,Alexander,NULL,0
25584,7459,NULL,10,AW00025584,7459,IN,0,NULL,Dominique,NULL,Suri,NULL,0
14245,7460,NULL,1,AW00014245,7460,IN,0,NULL,Ana,R,Russell,NULL,1
28502,7461,NULL,8,AW00028502,7461,IN,0,NULL,Dominique,M,Jordan,NULL,0
11960,7462,NULL,1,AW00011960,7462,IN,0,NULL,Ana,NULL,Griffin,NULL,0
26765,7463,NULL,9,AW00026765,7463,IN,0,NULL,Dominique,H,Chandra,NULL,1
27216,7464,NULL,4,AW00027216,7464,IN,0,NULL,Ana,D,Diaz,NULL,2
17044,7465,NULL,1,AW00017044,7465,IN,0,NULL,Ana,NULL,Hayes,NULL,2
13781,7466,NULL,7,AW00013781,7466,IN,0,NULL,Dominique,NULL,Patel,NULL,2
15865,7467,NULL,4,AW00015865,7467,IN,0,NULL,Isabel,M,Price,NULL,0
27783,7468,NULL,10,AW00027783,7468,IN,0,NULL,Isabel,NULL,Bradley,NULL,2
17377,7469,NULL,1,AW00017377,7469,IN,0,NULL,Isabel,NULL,Wood,NULL,0
15693,7470,NULL,8,AW00015693,7470,IN,0,NULL,Isabel,NULL,Barnes,NULL,1
27379,7471,NULL,4,AW00027379,7471,IN,0,NULL,Isabel,NULL,Ross,NULL,0
12460,7472,NULL,10,AW00012460,7472,IN,0,NULL,Dominique,NULL,Malhotra,NULL,2
28908,7473,NULL,10,AW00028908,7473,IN,0,NULL,Dominique,NULL,Sai,NULL,0
20465,7474,NULL,4,AW00020465,7474,IN,0,NULL,Isabel,L,Henderson,NULL,1
12530,7475,NULL,6,AW00012530,7475,IN,0,NULL,Isabel,S,Coleman,NULL,0
11796,7476,NULL,4,AW00011796,7476,IN,0,NULL,Isabel,C,Jenkins,NULL,2
18597,7477,NULL,4,AW00018597,7477,IN,0,NULL,Isabel,NULL,Perry,NULL,0
16369,7478,NULL,1,AW00016369,7478,IN,0,NULL,Isabel,NULL,Powell,NULL,0
26391,7479,NULL,7,AW00026391,7479,IN,0,NULL,Dominique,S,Arun,NULL,2
24450,7480,NULL,1,AW00024450,7480,IN,0,NULL,Isabel,NULL,Long,NULL,1
22288,7481,NULL,1,AW00022288,7481,IN,0,NULL,Isabel,M,Patterson,NULL,0
23715,7482,NULL,1,AW00023715,7482,IN,0,NULL,Isabel,NULL,Flores,NULL,0
16241,7483,NULL,6,AW00016241,7483,IN,0,NULL,Isabel,NULL,Butler,NULL,1
11432,7484,NULL,7,AW00011432,7484,IN,0,NULL,Dominique,L,Prasad,NULL,0
26432,7485,NULL,9,AW00026432,7485,IN,0,NULL,Isabel,H,Simmons,NULL,0
29469,7486,NULL,10,AW00029469,7486,IN,0,NULL,Dominique,M,Saunders,NULL,0
21745,7487,NULL,6,AW00021745,7487,IN,0,NULL,Isabel,M,Foster,NULL,0
28556,7488,NULL,8,AW00028556,7488,IN,0,NULL,Isabel,NULL,Gonzales,NULL,0
14733,7489,NULL,4,AW00014733,7489,IN,0,NULL,Clarence,A,Raji,NULL,0
25986,7490,NULL,1,AW00025986,7490,IN,0,NULL,Isabel,L,Bryant,NULL,0
13023,7491,NULL,9,AW00013023,7491,IN,0,NULL,Dominique,D,Raman,NULL,1
22823,7492,NULL,10,AW00022823,7492,IN,0,NULL,Isabel,NULL,Alexander,NULL,1
15620,7493,NULL,10,AW00015620,7493,IN,0,NULL,Dominique,S,Subram,NULL,1
22549,7494,NULL,1,AW00022549,7494,IN,0,NULL,Isabel,C,Russell,NULL,0
12815,7495,NULL,8,AW00012815,7495,IN,0,NULL,Dominique,F,Mehta,NULL,1
28236,7496,NULL,4,AW00028236,7496,IN,0,NULL,Isabel,J,Diaz,NULL,0
21908,7497,NULL,1,AW00021908,7497,IN,0,NULL,Isabel,NULL,Hayes,NULL,0
16528,7498,NULL,9,AW00016528,7498,IN,0,NULL,Dominique,NULL,Garcia,NULL,0
20182,7499,NULL,6,AW00020182,7499,IN,0,NULL,Isabelle,NULL,Price,NULL,0
12839,7500,NULL,10,AW00012839,7500,IN,0,NULL,Dominique,NULL,Fernandez,NULL,0
15077,7501,NULL,10,AW00015077,7501,IN,0,NULL,Dominique,S,Lopez,NULL,0
18674,7502,NULL,6,AW00018674,7502,IN,0,NULL,Isabelle,C,Bennett,NULL,1
17451,7503,NULL,1,AW00017451,7503,IN,0,NULL,Isabelle,C,Wood,NULL,1
28788,7504,NULL,4,AW00028788,7504,IN,0,NULL,Dominique,NULL,Martinez,NULL,1
15453,7505,NULL,10,AW00015453,7505,IN,0,NULL,Isabelle,C,Barnes,NULL,2
18554,7506,NULL,6,AW00018554,7506,IN,0,NULL,Isabelle,D,Ross,NULL,2
16366,7507,NULL,6,AW00016366,7507,IN,0,NULL,Isabelle,K,Henderson,NULL,2
18835,7508,NULL,4,AW00018835,7508,IN,0,NULL,Isabelle,J,Coleman,NULL,2
27976,7509,NULL,9,AW00027976,7509,IN,0,NULL,Dominique,J,Gonzalez,NULL,0
23501,7510,NULL,4,AW00023501,7510,IN,0,NULL,Isabelle,A,Perry,NULL,0
11237,7511,NULL,8,AW00011237,7511,IN,0,NULL,Clarence,M,Anand,NULL,0
12208,7512,NULL,1,AW00012208,7512,IN,0,NULL,Dominique,A,Sanchez,NULL,0
12344,7513,NULL,9,AW00012344,7513,IN,0,NULL,Dominique,NULL,Perez,NULL,0
23104,7514,NULL,9,AW00023104,7514,IN,0,NULL,Isabelle,W,Long,NULL,0
25547,7515,NULL,10,AW00025547,7515,IN,0,NULL,Carla,NULL,Suri,NULL,0
12231,7516,NULL,8,AW00012231,7516,IN,0,NULL,Isabelle,C,Patterson,NULL,1
24429,7517,NULL,1,AW00024429,7517,IN,0,NULL,Isabelle,NULL,Hughes,NULL,0
27001,7518,NULL,8,AW00027001,7518,IN,0,NULL,Carla,NULL,Kapoor,NULL,0
15254,7519,NULL,5,AW00015254,7519,IN,0,NULL,Carla,C,Chapman,NULL,0
15526,7520,NULL,6,AW00015526,7520,IN,0,NULL,Isabelle,A,Flores,NULL,0
18577,7521,NULL,4,AW00018577,7521,IN,0,NULL,Isabelle,C,Winston,NULL,1
24133,7522,NULL,7,AW00024133,7522,IN,0,NULL,Carla,NULL,Patel,NULL,0
13910,7523,NULL,1,AW00013910,7523,IN,0,NULL,Isabelle,NULL,Butler,NULL,0
25730,7524,NULL,8,AW00025730,7524,IN,0,NULL,Isabelle,NULL,Simmons,NULL,0
26377,7525,NULL,6,AW00026377,7525,IN,0,NULL,Isabelle,NULL,Foster,NULL,0
19056,7526,NULL,7,AW00019056,7526,IN,0,NULL,Carla,C,Van,NULL,0
23397,7527,NULL,6,AW00023397,7527,IN,0,NULL,Isabelle,NULL,Bryant,NULL,1
25654,7528,NULL,7,AW00025654,7528,IN,0,NULL,Carla,W,Malhotra,NULL,0
15992,7529,NULL,4,AW00015992,7529,IN,0,NULL,Isabelle,L,Alexander,NULL,0
13327,7530,NULL,1,AW00013327,7530,IN,0,NULL,Isabelle,S,Russell,NULL,1
24986,7531,NULL,6,AW00024986,7531,IN,0,NULL,Isabelle,NULL,Griffin,NULL,2
23820,7532,NULL,1,AW00023820,7532,IN,0,NULL,Isabelle,NULL,Diaz,NULL,2
23765,7533,NULL,8,AW00023765,7533,IN,0,NULL,Kelly,W,Price,NULL,0
29221,7534,NULL,4,AW00029221,7534,IN,0,NULL,Kelly,NULL,Bennett,NULL,2
13620,7535,NULL,9,AW00013620,7535,IN,0,NULL,Damien,M,Ye,NULL,0
12597,7536,NULL,10,AW00012597,7536,IN,0,NULL,Franklin,L,Zhang,NULL,2
16710,7537,NULL,9,AW00016710,7537,IN,0,NULL,Carla,NULL,Arthur,NULL,0
28743,7538,NULL,7,AW00028743,7538,IN,0,NULL,Kelly,G,Wood,NULL,0
28135,7539,NULL,9,AW00028135,7539,IN,0,NULL,Carla,D,Madan,NULL,2
27506,7540,NULL,4,AW00027506,7540,IN,0,NULL,Carla,NULL,Srini,NULL,0
25204,7541,NULL,4,AW00025204,7541,IN,0,NULL,Kelly,NULL,Barnes,NULL,0
26076,7542,NULL,6,AW00026076,7542,IN,0,NULL,Kelly,NULL,Ross,NULL,1
12920,7543,NULL,1,AW00012920,7543,IN,0,NULL,Kelly,L,Henderson,NULL,0
14524,7544,NULL,7,AW00014524,7544,IN,0,NULL,Carla,NULL,Prasad,NULL,0
15769,7545,NULL,4,AW00015769,7545,IN,0,NULL,Kelly,NULL,Coleman,NULL,1
12144,7546,NULL,1,AW00012144,7546,IN,0,NULL,Kelly,NULL,Jenkins,NULL,0
26535,7547,NULL,1,AW00026535,7547,IN,0,NULL,Kelly,E,Perry,NULL,1
19593,7548,NULL,9,AW00019593,7548,IN,0,NULL,Carla,K,Rana,NULL,1
14636,7549,NULL,1,AW00014636,7549,IN,0,NULL,Kelly,L,Powell,NULL,1
25545,7550,NULL,10,AW00025545,7550,IN,0,NULL,Kelly,G,Long,NULL,1
11335,7551,NULL,8,AW00011335,7551,IN,0,NULL,Carla,L,Raman,NULL,1
17015,7552,NULL,1,AW00017015,7552,IN,0,NULL,Kelly,NULL,Patterson,NULL,0
26272,7553,NULL,1,AW00026272,7553,IN,0,NULL,Kelly,NULL,Hughes,NULL,1
20611,7554,NULL,9,AW00020611,7554,IN,0,NULL,Carla,A,Sullivan,NULL,0
16414,7555,NULL,8,AW00016414,7555,IN,0,NULL,Kelly,R,Flores,NULL,0
28748,7556,NULL,10,AW00028748,7556,IN,0,NULL,Kelly,M,Washington,NULL,0
21563,7557,NULL,9,AW00021563,7557,IN,0,NULL,Carla,L,Mehta,NULL,2
22804,7558,NULL,8,AW00022804,7558,IN,0,NULL,Kelly,NULL,Butler,NULL,1
29049,7559,NULL,1,AW00029049,7559,IN,0,NULL,Kelly,S,Simmons,NULL,0
14172,7560,NULL,10,AW00014172,7560,IN,0,NULL,Carla,NULL,Garcia,NULL,1
29386,7561,NULL,10,AW00029386,7561,IN,0,NULL,Franklin,S,Wang,NULL,0
26855,7562,NULL,7,AW00026855,7562,IN,0,NULL,Carla,NULL,Fernandez,NULL,2
28326,7563,NULL,9,AW00028326,7563,IN,0,NULL,Carla,G,Lopez,NULL,0
24852,7564,NULL,10,AW00024852,7564,IN,0,NULL,Carla,NULL,Martinez,NULL,0
21427,7565,NULL,1,AW00021427,7565,IN,0,NULL,Kelly,NULL,Foster,NULL,1
18336,7566,NULL,9,AW00018336,7566,IN,0,NULL,Carla,J,Gonzalez,NULL,0
13943,7567,NULL,4,AW00013943,7567,IN,0,NULL,Kelly,NULL,Bryant,NULL,0
16736,7568,NULL,1,AW00016736,7568,IN,0,NULL,Kelly,NULL,Alexander,NULL,0
21230,7569,NULL,9,AW00021230,7569,IN,0,NULL,Carla,V,Rodriguez,NULL,0
19981,7570,NULL,4,AW00019981,7570,IN,0,NULL,Kelly,E,Russell,NULL,2
18274,7571,NULL,9,AW00018274,7571,IN,0,NULL,Carla,NULL,Sanchez,NULL,0
15422,7572,NULL,1,AW00015422,7572,IN,0,NULL,Kelly,F,Griffin,NULL,0
11567,7573,NULL,8,AW00011567,7573,IN,0,NULL,Carla,NULL,Perez,NULL,0
16807,7574,NULL,4,AW00016807,7574,IN,0,NULL,Virginia,J,Suri,NULL,1
23678,7575,NULL,4,AW00023678,7575,IN,0,NULL,Kelly,NULL,Diaz,NULL,2
23739,7576,NULL,4,AW00023739,7576,IN,0,NULL,Virginia,S,Kapoor,NULL,0
28974,7577,NULL,4,AW00028974,7577,IN,0,NULL,Kelly,M,Hayes,NULL,2
15826,7578,NULL,6,AW00015826,7578,IN,0,NULL,Marissa,NULL,Price,NULL,0
27588,7579,NULL,9,AW00027588,7579,IN,0,NULL,Virginia,M,Chandra,NULL,0
28805,7580,NULL,4,AW00028805,7580,IN,0,NULL,Marissa,J,Bennett,NULL,2
22898,7581,NULL,4,AW00022898,7581,IN,0,NULL,Melanie,NULL,Washington,NULL,0
26564,7582,NULL,9,AW00026564,7582,IN,0,NULL,Franklin,A,Chen,NULL,1
11366,7583,NULL,9,AW00011366,7583,IN,0,NULL,Virginia,R,Patel,NULL,0
25067,7584,NULL,1,AW00025067,7584,IN,0,NULL,Melanie,P,Butler,NULL,2
24449,7585,NULL,4,AW00024449,7585,IN,0,NULL,Melanie,T,Simmons,NULL,2
27250,7586,NULL,1,AW00027250,7586,IN,0,NULL,Virginia,E,Vance,NULL,0
14572,7587,NULL,4,AW00014572,7587,IN,0,NULL,Melanie,NULL,Foster,NULL,0
23758,7588,NULL,7,AW00023758,7588,IN,0,NULL,Virginia,NULL,Malhotra,NULL,0
18089,7589,NULL,6,AW00018089,7589,IN,0,NULL,Melanie,C,Gonzales,NULL,0
18670,7590,NULL,4,AW00018670,7590,IN,0,NULL,Melanie,L,Bryant,NULL,1
27222,7591,NULL,4,AW00027222,7591,IN,0,NULL,Virginia,NULL,Sai,NULL,0
27377,7592,NULL,6,AW00027377,7592,IN,0,NULL,Melanie,N,Alexander,NULL,1
15478,7593,NULL,6,AW00015478,7593,IN,0,NULL,Melanie,B,Russell,NULL,2
26517,7594,NULL,4,AW00026517,7594,IN,0,NULL,Melanie,A,Griffin,NULL,0
27618,7595,NULL,1,AW00027618,7595,IN,0,NULL,Melanie,NULL,Diaz,NULL,2
25655,7596,NULL,10,AW00025655,7596,IN,0,NULL,Virginia,NULL,Arun,NULL,1
25099,7597,NULL,4,AW00025099,7597,IN,0,NULL,Melanie,G,Hayes,NULL,0
25764,7598,NULL,1,AW00025764,7598,IN,0,NULL,Alexandria,NULL,Price,NULL,0
20966,7599,NULL,7,AW00020966,7599,IN,0,NULL,Virginia,NULL,Madan,NULL,2
20048,7600,NULL,10,AW00020048,7600,IN,0,NULL,Virginia,NULL,Srini,NULL,0
17691,7601,NULL,6,AW00017691,7601,IN,0,NULL,Alexandria,NULL,Bradley,NULL,1
24824,7602,NULL,6,AW00024824,7602,IN,0,NULL,Alexandria,M,Wood,NULL,2
17933,7603,NULL,10,AW00017933,7603,IN,0,NULL,Virginia,NULL,Prasad,NULL,0
18840,7604,NULL,1,AW00018840,7604,IN,0,NULL,Alexandria,NULL,Barnes,NULL,0
24670,7605,NULL,4,AW00024670,7605,IN,0,NULL,Alexandria,NULL,Ross,NULL,0
11555,7606,NULL,10,AW00011555,7606,IN,0,NULL,Alexandria,R,Henderson,NULL,0
12220,7607,NULL,7,AW00012220,7607,IN,0,NULL,Virginia,C,Sara,NULL,1
13289,7608,NULL,6,AW00013289,7608,IN,0,NULL,Alexandria,C,Coleman,NULL,0
28052,7609,NULL,1,AW00028052,7609,IN,0,NULL,Franklin,B,Li,NULL,1
24706,7610,NULL,8,AW00024706,7610,IN,0,NULL,Virginia,J,Rana,NULL,0
26159,7611,NULL,9,AW00026159,7611,IN,0,NULL,Virginia,NULL,Raman,NULL,0
13036,7612,NULL,9,AW00013036,7612,IN,0,NULL,Virginia,NULL,Subram,NULL,1
19841,7613,NULL,4,AW00019841,7613,IN,0,NULL,Alexandria,L,Jenkins,NULL,1
13602,7614,NULL,10,AW00013602,7614,IN,0,NULL,Virginia,NULL,Mehta,NULL,0
24599,7615,NULL,9,AW00024599,7615,IN,0,NULL,Virginia,C,Garcia,NULL,1
22733,7616,NULL,1,AW00022733,7616,IN,0,NULL,Alexandria,NULL,Powell,NULL,1
11714,7617,NULL,4,AW00011714,7617,IN,0,NULL,Alexandria,E,Long,NULL,0
22745,7618,NULL,4,AW00022745,7618,IN,0,NULL,Alexandria,A,Patterson,NULL,0
29355,7619,NULL,8,AW00029355,7619,IN,0,NULL,Virginia,NULL,Fernandez,NULL,0
27625,7620,NULL,1,AW00027625,7620,IN,0,NULL,Alexandria,W,Hughes,NULL,0
27338,7621,NULL,9,AW00027338,7621,IN,0,NULL,Virginia,J,Lopez,NULL,0
13136,7622,NULL,9,AW00013136,7622,IN,0,NULL,Virginia,NULL,Martinez,NULL,2
11929,7623,NULL,9,AW00011929,7623,IN,0,NULL,Virginia,NULL,Gonzalez,NULL,0
17032,7624,NULL,4,AW00017032,7624,IN,0,NULL,Alexandria,NULL,Flores,NULL,0
22241,7625,NULL,1,AW00022241,7625,IN,0,NULL,Alexandria,M,Washington,NULL,0
17211,7626,NULL,7,AW00017211,7626,IN,0,NULL,Virginia,NULL,Rodriguez,NULL,0
25528,7627,NULL,8,AW00025528,7627,IN,0,NULL,Alexandria,NULL,Butler,NULL,0
19107,7628,NULL,1,AW00019107,7628,IN,0,NULL,Franklin,L,Liu,NULL,1
17506,7629,NULL,4,AW00017506,7629,IN,0,NULL,Alexandria,NULL,Simmons,NULL,0
18114,7630,NULL,4,AW00018114,7630,IN,0,NULL,Alexandria,L,Foster,NULL,0
15312,7631,NULL,4,AW00015312,7631,IN,0,NULL,Alexandria,A,Gonzales,NULL,0
27494,7632,NULL,9,AW00027494,7632,IN,0,NULL,Virginia,A,Perez,NULL,0
18359,7633,NULL,4,AW00018359,7633,IN,0,NULL,Alexandria,NULL,Bryant,NULL,0
26333,7634,NULL,1,AW00026333,7634,IN,0,NULL,Alexandria,NULL,Alexander,NULL,0
27800,7635,NULL,10,AW00027800,7635,IN,0,NULL,Regina,NULL,Suri,NULL,0
18234,7636,NULL,1,AW00018234,7636,IN,0,NULL,Alexandria,D,Russell,NULL,0
15810,7637,NULL,9,AW00015810,7637,IN,0,NULL,Regina,NULL,Kapoor,NULL,0
15057,7638,NULL,10,AW00015057,7638,IN,0,NULL,Regina,M,Chandra,NULL,0
26464,7639,NULL,1,AW00026464,7639,IN,0,NULL,Alexandria,NULL,Griffin,NULL,2
19926,7640,NULL,10,AW00019926,7640,IN,0,NULL,Alexandria,NULL,Diaz,NULL,2
27474,7641,NULL,1,AW00027474,7641,IN,0,NULL,Alexandria,C,Hayes,NULL,0
19714,7642,NULL,4,AW00019714,7642,IN,0,NULL,Angela,D,Price,NULL,0
17391,7643,NULL,1,AW00017391,7643,IN,0,NULL,Angela,E,Bennett,NULL,0
25348,7644,NULL,4,AW00025348,7644,IN,0,NULL,Angela,M,Wood,NULL,0
14984,7645,NULL,10,AW00014984,7645,IN,0,NULL,Regina,M,Vance,NULL,0
26532,7646,NULL,4,AW00026532,7646,IN,0,NULL,Angela,M,Barnes,NULL,0
22012,7647,NULL,4,AW00022012,7647,IN,0,NULL,Regina,NULL,Malhotra,NULL,1
21192,7648,NULL,9,AW00021192,7648,IN,0,NULL,Regina,NULL,Sai,NULL,2
18393,7649,NULL,1,AW00018393,7649,IN,0,NULL,Angela,D,Ross,NULL,0
12139,7650,NULL,1,AW00012139,7650,IN,0,NULL,Franklin,NULL,Yang,NULL,2
19089,7651,NULL,9,AW00019089,7651,IN,0,NULL,Regina,A,Arthur,NULL,0
15447,7652,NULL,7,AW00015447,7652,IN,0,NULL,Regina,NULL,Madan,NULL,0
11898,7653,NULL,9,AW00011898,7653,IN,0,NULL,Angela,T,Henderson,NULL,2
18439,7654,NULL,1,AW00018439,7654,IN,0,NULL,Angela,M,Coleman,NULL,1
15722,7655,NULL,9,AW00015722,7655,IN,0,NULL,Angela,NULL,Jenkins,NULL,1
24192,7656,NULL,10,AW00024192,7656,IN,0,NULL,Regina,A,Prasad,NULL,1
11623,7657,NULL,4,AW00011623,7657,IN,0,NULL,Angela,NULL,Perry,NULL,1
12970,7658,NULL,6,AW00012970,7658,IN,0,NULL,Angela,R,Powell,NULL,1
25496,7659,NULL,7,AW00025496,7659,IN,0,NULL,Regina,NULL,Sara,NULL,2
26714,7660,NULL,1,AW00026714,7660,IN,0,NULL,Angela,NULL,Long,NULL,0
25142,7661,NULL,7,AW00025142,7661,IN,0,NULL,Regina,B,Ray,NULL,0
21619,7662,NULL,4,AW00021619,7662,IN,0,NULL,Angela,NULL,Patterson,NULL,0
15948,7663,NULL,4,AW00015948,7663,IN,0,NULL,Angela,NULL,Hughes,NULL,2
19363,7664,NULL,7,AW00019363,7664,IN,0,NULL,Regina,NULL,Raman,NULL,0
20720,7665,NULL,8,AW00020720,7665,IN,0,NULL,Regina,R,Subram,NULL,0
20028,7666,NULL,4,AW00020028,7666,IN,0,NULL,Angela,B,Flores,NULL,1
17245,7667,NULL,9,AW00017245,7667,IN,0,NULL,Regina,NULL,Mehta,NULL,0
16795,7668,NULL,4,AW00016795,7668,IN,0,NULL,Regina,J,Garcia,NULL,0
24498,7669,NULL,1,AW00024498,7669,IN,0,NULL,Angela,D,Washington,NULL,0
22612,7670,NULL,7,AW00022612,7670,IN,0,NULL,Franklin,M,Huang,NULL,0
26881,7671,NULL,7,AW00026881,7671,IN,0,NULL,Regina,R,Fernandez,NULL,2
11082,7672,NULL,4,AW00011082,7672,IN,0,NULL,Angela,L,Butler,NULL,2
15825,7673,NULL,1,AW00015825,7673,IN,0,NULL,Angela,W,Simmons,NULL,0
20345,7674,NULL,4,AW00020345,7674,IN,0,NULL,Regina,S,Martinez,NULL,1
23814,7675,NULL,4,AW00023814,7675,IN,0,NULL,Angela,NULL,Foster,NULL,1
22037,7676,NULL,1,AW00022037,7676,IN,0,NULL,Angela,S,Gonzales,NULL,0
27116,7677,NULL,1,AW00027116,7677,IN,0,NULL,Regina,L,Gonzalez,NULL,1
27996,7678,NULL,4,AW00027996,7678,IN,0,NULL,Angela,NULL,Alexander,NULL,0
24082,7679,NULL,7,AW00024082,7679,IN,0,NULL,Regina,A,Rodriguez,NULL,2
12049,7680,NULL,4,AW00012049,7680,IN,0,NULL,Angela,NULL,Russell,NULL,2
11133,7681,NULL,1,AW00011133,7681,IN,0,NULL,Angela,NULL,Griffin,NULL,0
24933,7682,NULL,4,AW00024933,7682,IN,0,NULL,Regina,NULL,Sanchez,NULL,1
27259,7683,NULL,6,AW00027259,7683,IN,0,NULL,Angela,K,Diaz,NULL,0
21325,7684,NULL,4,AW00021325,7684,IN,0,NULL,Angela,NULL,Hayes,NULL,0
19031,7685,NULL,10,AW00019031,7685,IN,0,NULL,Regina,S,Perez,NULL,2
24662,7686,NULL,4,AW00024662,7686,IN,0,NULL,Arianna,W,Price,NULL,2
23767,7687,NULL,10,AW00023767,7687,IN,0,NULL,Arianna,K,Bennett,NULL,0
20170,7688,NULL,10,AW00020170,7688,IN,0,NULL,Jerome,D,Martin,NULL,2
25057,7689,NULL,9,AW00025057,7689,IN,0,NULL,Jerome,J,Gomez,NULL,0
19701,7690,NULL,1,AW00019701,7690,IN,0,NULL,Arianna,NULL,Wood,NULL,0
21549,7691,NULL,8,AW00021549,7691,IN,0,NULL,Jerome,J,Ruiz,NULL,1
13449,7692,NULL,1,AW00013449,7692,IN,0,NULL,Jerome,H,Diaz,NULL,0
13321,7693,NULL,1,AW00013321,7693,IN,0,NULL,Arianna,A,Barnes,NULL,0
26774,7694,NULL,9,AW00026774,7694,IN,0,NULL,Arianna,E,Ross,NULL,2
16270,7695,NULL,8,AW00016270,7695,IN,0,NULL,Jerome,NULL,Hernandez,NULL,0
28367,7696,NULL,10,AW00028367,7696,IN,0,NULL,Jerome,NULL,Johnsen,NULL,0
12112,7697,NULL,4,AW00012112,7697,IN,0,NULL,Arianna,NULL,Henderson,NULL,0
27461,7698,NULL,1,AW00027461,7698,IN,0,NULL,Arianna,NULL,Coleman,NULL,1
20102,7699,NULL,1,AW00020102,7699,IN,0,NULL,Arianna,E,Jenkins,NULL,0
27977,7700,NULL,9,AW00027977,7700,IN,0,NULL,Jerome,H,Alonso,NULL,0
11337,7701,NULL,10,AW00011337,7701,IN,0,NULL,Jerome,NULL,Romero,NULL,0
19023,7702,NULL,4,AW00019023,7702,IN,0,NULL,Arianna,NULL,Powell,NULL,2
11519,7703,NULL,6,AW00011519,7703,IN,0,NULL,Jerome,B,Navarro,NULL,2
12783,7704,NULL,6,AW00012783,7704,IN,0,NULL,Jerome,NULL,Gutierrez,NULL,2
24557,7705,NULL,10,AW00024557,7705,IN,0,NULL,Franklin,M,Lin,NULL,0
13205,7706,NULL,4,AW00013205,7706,IN,0,NULL,Jerome,N,Torres,NULL,0
16888,7707,NULL,4,AW00016888,7707,IN,0,NULL,Arianna,A,Hughes,NULL,1
22987,7708,NULL,9,AW00022987,7708,IN,0,NULL,Jerome,F,Dominguez,NULL,0
21727,7709,NULL,6,AW00021727,7709,IN,0,NULL,Arianna,NULL,Flores,NULL,1
22386,7710,NULL,8,AW00022386,7710,IN,0,NULL,Jerome,A,Gill,NULL,0
28009,7711,NULL,4,AW00028009,7711,IN,0,NULL,Arianna,C,Washington,NULL,0
23713,7712,NULL,4,AW00023713,7712,IN,0,NULL,Arianna,C,Butler,NULL,1
